contract_id,contract_date,contract_status,area_name,property_type,rooms,size_sqft,annual_rent_aed,contract_duration_months,tenant_type
RN5057068,2025-12-10,Renewal,Jumeirah Lake Towers,Apartment,0.0,2016.7,257414.0,12,Individual
RN5057069,2025-12-10,New,Dubai Hills Estate,Apartment,3.0,1919.0,262228.0,24,Individual
RN5057070,2025-12-10,New,Dubai Marina,Apartment,3.0,990.3,121624.0,12,Individual
RN5057071,2025-12-10,Renewal,Dubai Silicon Oasis,Apartment,4.0,542.4,40123.0,12,Company
RN5057072,2025-12-10,New,Al Furjan,Apartment,2.0,1655.1,128276.0,12,Individual
RN5057073,2025-12-10,New,DIFC,Apartment,1.0,1521.8,278641.0,12,Individual
RN5057074,2025-12-10,Renewal,Dubai Sports City,Apartment,0.0,1802.4,117155.0,12,Individual
RN5057075,2025-12-10,New,DIFC,Villa,2.0,3355.0,591733.0,12,Individual
RN5057076,2025-12-10,New,Dubai Marina,Apartment,1.0,838.1,98629.0,12,Individual
RN5057077,2025-12-10,New,Arabian Ranches,Villa,1.0,2631.2,202782.0,12,Individual
RN5057078,2025-12-10,New,Dubai Marina,Villa,4.0,3546.4,526326.0,12,Individual
RN5057079,2025-12-11,New,DIFC,Apartment,0.0,2011.1,333541.0,12,Individual
RN5057080,2025-12-11,Renewal,Palm Jumeirah,Apartment,1.0,2117.9,456179.0,12,Individual
RN5057081,2025-12-11,Renewal,Jumeirah Village Circle,Apartment,3.0,820.5,52364.0,12,Individual
RN5057082,2025-12-11,Renewal,Al Furjan,Townhouse,2.0,3164.1,243058.0,12,Individual
RN5057083,2025-12-11,New,Al Barsha,Office,,1131.7,95233.0,12,Individual
RN5057084,2025-12-11,Renewal,Business Bay,Apartment,0.0,1954.1,205192.0,12,Individual
RN5057085,2025-12-11,New,Dubai Hills Estate,Villa,0.0,3264.2,344515.0,12,Company
RN5057086,2025-12-11,New,Jumeirah Lake Towers,Apartment,1.0,1157.2,131633.0,12,Company
RN5057087,2025-12-11,Renewal,Business Bay,Office,,576.2,70208.0,12,Company
RN5057088,2025-12-11,New,Dubai Hills Estate,Townhouse,1.0,4433.0,540004.0,12,Company
RN5057089,2025-12-11,New,Dubai Sports City,Apartment,2.0,546.6,36684.0,12,Company
RN5057090,2025-12-11,Renewal,Jumeirah Village Circle,Villa,2.0,5333.2,386756.0,12,Individual
RN5057091,2025-12-11,Renewal,Mirdif,Apartment,0.0,960.0,69514.0,24,Company
RN5057092,2025-12-11,Renewal,DIFC,Apartment,2.0,2195.4,406608.0,12,Individual
RN5057093,2025-12-11,New,Jumeirah Lake Towers,Apartment,2.0,631.8,73105.0,12,Individual
RN5057094,2025-12-11,Renewal,Downtown Dubai,Apartment,1.0,1445.5,202101.0,12,Individual
RN5057095,2025-12-11,Renewal,Dubai Hills Estate,Townhouse,3.0,1821.0,231339.0,12,Individual
RN5057096,2025-12-11,New,DIFC,Townhouse,1.0,3152.8,581013.0,12,Individual
RN5057097,2025-12-11,New,Al Furjan,Villa,1.0,2822.4,281938.0,12,Individual
RN5057098,2025-12-11,New,Jumeirah Lake Towers,Apartment,1.0,519.7,56853.0,24,Company
RN5057099,2025-12-11,New,Dubai Marina,Apartment,1.0,1228.1,164862.0,12,Individual
RN5057100,2025-12-11,New,Business Bay,Apartment,0.0,751.7,81899.0,12,Individual
RN5057101,2025-12-11,New,Dubai Silicon Oasis,Townhouse,2.0,3656.5,255605.0,12,Individual
RN5057102,2025-12-11,Renewal,Downtown Dubai,Apartment,2.0,1038.9,176704.0,12,Individual
RN5057103,2025-12-11,New,Deira,Townhouse,2.0,2789.7,180472.0,12,Individual
RN5057104,2025-12-11,Renewal,Al Barsha,Townhouse,4.0,4417.1,318749.0,36,Company
RN5057105,2025-12-11,Renewal,Dubai Hills Estate,Apartment,0.0,1099.1,131958.0,12,Individual
RN5057106,2025-12-11,New,Jumeirah Village Circle,Apartment,2.0,1878.2,158813.0,12,Individual
RN5057107,2025-12-11,Renewal,Al Barsha,Apartment,1.0,960.7,80729.0,12,Company
RN5057108,2025-12-11,New,Jumeirah Village Circle,Apartment,1.0,1057.8,91716.0,12,Individual
RN5057109,2025-12-11,New,Dubai Hills Estate,Apartment,1.0,1356.3,149630.0,12,Company
RN5057110,2025-12-11,New,Deira,Apartment,2.0,1613.7,112141.0,12,Individual
RN5057111,2025-12-11,Renewal,Jumeirah Lake Towers,Townhouse,3.0,4294.0,401142.0,24,Individual
RN5057112,2025-12-11,New,Dubai Silicon Oasis,Apartment,4.0,1649.8,106990.0,24,Individual
RN5057113,2025-12-11,New,Downtown Dubai,Apartment,1.0,1263.7,189592.0,12,Individual
RN5057114,2025-12-11,Renewal,Dubai Hills Estate,Apartment,2.0,1188.8,145077.0,12,Company
RN5057115,2025-12-11,New,Dubai Marina,Townhouse,2.0,2934.0,290782.0,12,Individual
RN5057116,2025-12-11,New,DIFC,Apartment,3.0,577.0,93371.0,12,Individual
RN5057117,2025-12-11,Renewal,Dubai Marina,Townhouse,2.0,2814.1,320280.0,24,Individual
RN5057118,2025-12-11,New,Dubai Sports City,Apartment,1.0,831.6,59574.0,12,Company
RN5057119,2025-12-11,New,Deira,Apartment,0.0,1146.7,62141.0,12,Individual
RN5057120,2025-12-11,Renewal,Business Bay,Apartment,3.0,1110.4,120478.0,12,Individual
RN5057121,2025-12-11,Renewal,Jumeirah Lake Towers,Apartment,2.0,1284.7,151176.0,12,Individual
RN5057122,2025-12-11,Renewal,Palm Jumeirah,Apartment,0.0,1074.6,203803.0,12,Individual
RN5057123,2025-12-11,Renewal,Al Barsha,Apartment,4.0,790.1,77096.0,12,Individual
RN5057124,2025-12-11,Renewal,Jumeirah Lake Towers,Apartment,4.0,1960.9,194779.0,12,Individual
RN5057125,2025-12-11,Renewal,Dubai Silicon Oasis,Townhouse,3.0,3282.1,196560.0,12,Individual
RN5057126,2025-12-11,Renewal,Al Barsha,Apartment,2.0,480.3,40294.0,12,Company
RN5057127,2025-12-11,Renewal,Dubai Silicon Oasis,Apartment,1.0,2197.9,160478.0,12,Individual
RN5057128,2025-12-11,New,Al Barsha,Townhouse,2.0,3030.8,269353.0,12,Individual
RN5057129,2025-12-11,Renewal,Deira,Apartment,1.0,2071.2,108900.0,12,Individual
RN5057130,2025-12-11,New,Business Bay,Apartment,3.0,1077.4,122616.0,12,Individual
RN5057131,2025-12-11,Renewal,DIFC,Apartment,2.0,829.3,150694.0,12,Individual
RN5057132,2025-12-11,New,Palm Jumeirah,Apartment,3.0,1460.9,254492.0,12,Individual
RN5057133,2025-12-11,Renewal,Dubai Hills Estate,Villa,1.0,5520.0,547021.0,12,Individual
RN5057134,2025-12-11,New,Downtown Dubai,Apartment,1.0,568.8,89732.0,12,Individual
RN5057135,2025-12-11,New,Dubai Marina,Apartment,2.0,2080.1,259579.0,12,Individual
RN5057136,2025-12-11,Renewal,Business Bay,Apartment,1.0,2015.7,221722.0,12,Individual
RN5057137,2025-12-11,Renewal,Palm Jumeirah,Apartment,3.0,1079.5,199542.0,12,Company
RN5057138,2025-12-11,New,Al Barsha,Apartment,1.0,2082.9,164491.0,12,Individual
RN5057139,2025-12-11,New,Deira,Townhouse,2.0,3080.1,173450.0,12,Company
RN5057140,2025-12-11,New,Dubai Silicon Oasis,Office,,971.8,63160.0,12,Individual
RN5057141,2025-12-11,Renewal,Mirdif,Apartment,1.0,1473.5,105809.0,12,Individual
RN5057142,2025-12-11,New,Jumeirah Village Circle,Apartment,1.0,605.9,44475.0,12,Individual
RN5057143,2025-12-11,New,Dubai Silicon Oasis,Apartment,1.0,2173.1,147033.0,12,Individual
RN5057144,2025-12-11,Renewal,Mirdif,Apartment,1.0,1077.4,64155.0,12,Individual
RN5057145,2025-12-11,New,Downtown Dubai,Apartment,3.0,875.3,154582.0,12,Individual
RN5057146,2025-12-11,New,Mirdif,Office,,3351.9,257476.0,36,Individual
RN5057147,2025-12-11,New,Dubai Sports City,Apartment,1.0,871.9,68931.0,12,Individual
RN5057148,2025-12-11,Renewal,Dubai Hills Estate,Apartment,1.0,1357.1,140546.0,24,Company
RN5057149,2025-12-11,Renewal,DIFC,Apartment,1.0,1564.1,204195.0,12,Individual
RN5057150,2025-12-11,New,Dubai Marina,Townhouse,2.0,2186.9,273073.0,12,Company
RN5057151,2025-12-11,New,Al Barsha,Townhouse,1.0,4488.8,378519.0,12,Individual
RN5057152,2025-12-11,Renewal,Downtown Dubai,Apartment,0.0,1902.1,348293.0,12,Individual
RN5057153,2025-12-11,Renewal,Dubai Hills Estate,Apartment,4.0,1621.3,170898.0,12,Individual
RN5057154,2025-12-11,New,Dubai Sports City,Apartment,0.0,1786.7,133361.0,12,Individual
RN5057155,2025-12-11,New,Downtown Dubai,Townhouse,1.0,2115.2,348357.0,12,Individual
RN5057156,2025-12-11,New,Deira,Villa,2.0,4385.7,280135.0,24,Individual
RN5057157,2025-12-11,New,Jumeirah Village Circle,Apartment,1.0,1325.2,100280.0,12,Individual
RN5057158,2025-12-11,Renewal,Jumeirah Village Circle,Townhouse,0.0,4000.5,312881.0,12,Individual
RN5057159,2025-12-11,New,Business Bay,Apartment,2.0,695.9,79701.0,12,Individual
RN5057160,2025-12-11,New,Arabian Ranches,Apartment,2.0,1312.8,133453.0,24,Individual
RN5057161,2025-12-11,Renewal,Arabian Ranches,Townhouse,2.0,3007.3,267979.0,12,Individual
RN5057162,2025-12-11,Renewal,Downtown Dubai,Apartment,3.0,1278.0,199420.0,12,Company
RN5057163,2025-12-11,New,DIFC,Apartment,1.0,1386.3,237120.0,12,Company
RN5057164,2025-12-11,New,Downtown Dubai,Apartment,3.0,2146.2,375897.0,12,Individual
RN5057165,2025-12-11,New,Dubai Hills Estate,Apartment,1.0,726.1,88423.0,24,Company
RN5057166,2025-12-11,New,Dubai Hills Estate,Apartment,3.0,1009.5,114268.0,12,Individual
RN5057167,2025-12-11,New,Dubai Silicon Oasis,Apartment,3.0,1617.0,101525.0,12,Individual
RN5057168,2025-12-11,New,Arabian Ranches,Apartment,2.0,1711.8,160152.0,24,Individual
RN5057169,2025-12-11,New,Arabian Ranches,Apartment,1.0,1206.5,135178.0,36,Individual
RN5057170,2025-12-11,Renewal,Palm Jumeirah,Townhouse,1.0,3960.7,913968.0,12,Individual
RN5057171,2025-12-11,New,Dubai Sports City,Apartment,3.0,1076.6,83593.0,12,Individual
RN5057172,2025-12-11,New,Dubai Marina,Apartment,1.0,590.2,73318.0,12,Company
RN5057173,2025-12-11,New,Dubai Marina,Apartment,1.0,893.9,121403.0,36,Company
RN5057174,2025-12-11,New,Downtown Dubai,Apartment,1.0,1011.2,157741.0,24,Individual
RN5057175,2025-12-11,New,Arabian Ranches,Apartment,1.0,1242.2,116605.0,12,Individual
RN5057176,2025-12-11,New,Palm Jumeirah,Apartment,3.0,2039.6,436803.0,24,Individual
RN5057177,2025-12-11,New,Downtown Dubai,Apartment,0.0,1098.9,152810.0,12,Individual
RN5057178,2025-12-11,New,DIFC,Apartment,3.0,597.3,89843.0,12,Individual
RN5057179,2025-12-11,Renewal,Deira,Apartment,2.0,534.7,33119.0,12,Individual
RN5057180,2025-12-11,Renewal,Dubai Marina,Apartment,4.0,1845.6,284066.0,12,Individual
RN5057181,2025-12-11,Renewal,Al Furjan,Apartment,4.0,742.3,67550.0,12,Company
RN5057182,2025-12-11,New,Mirdif,Apartment,1.0,1316.1,94040.0,12,Individual
RN5057183,2025-12-11,New,Jumeirah Lake Towers,Apartment,1.0,1988.0,216068.0,12,Company
RN5057184,2025-12-11,Renewal,Palm Jumeirah,Villa,2.0,2996.7,621876.0,12,Individual
RN5057185,2025-12-11,New,Business Bay,Apartment,3.0,1588.0,208339.0,12,Individual
RN5057186,2025-12-11,New,Dubai Silicon Oasis,Apartment,1.0,1797.6,116159.0,12,Company
RN5057187,2025-12-11,New,Deira,Office,,1046.1,64699.0,12,Individual
RN5057188,2025-12-11,New,Palm Jumeirah,Apartment,1.0,1167.4,240770.0,12,Individual
RN5057189,2025-12-11,New,Deira,Apartment,2.0,1268.7,86866.0,12,Company
RN5057190,2025-12-11,New,Palm Jumeirah,Office,,3262.2,528489.0,12,Individual
RN5057191,2025-12-11,Renewal,Jumeirah Village Circle,Apartment,0.0,1690.4,140372.0,12,Individual
RN5057192,2025-12-11,New,Downtown Dubai,Apartment,2.0,2021.0,321605.0,12,Individual
RN5057193,2025-12-11,New,Dubai Sports City,Apartment,2.0,664.7,48885.0,24,Individual
RN5057194,2025-12-11,New,DIFC,Apartment,1.0,2198.4,367398.0,24,Individual
RN5057195,2025-12-11,Renewal,Dubai Silicon Oasis,Office,,3915.8,259327.0,12,Individual
RN5057196,2025-12-11,Renewal,Dubai Marina,Apartment,1.0,2115.0,263617.0,12,Individual
RN5057197,2025-12-11,Renewal,Al Furjan,Apartment,2.0,620.8,55024.0,12,Company
RN5057198,2025-12-11,Renewal,Jumeirah Village Circle,Apartment,1.0,1255.2,101731.0,12,Individual
RN5057199,2025-12-11,New,Jumeirah Village Circle,Apartment,1.0,1954.7,154122.0,12,Individual
RN5057200,2025-12-11,Renewal,Jumeirah Village Circle,Apartment,3.0,1718.9,111626.0,12,Company
RN5057201,2025-12-11,New,Dubai Sports City,Townhouse,2.0,2654.7,236461.0,12,Individual
RN5057202,2025-12-11,Renewal,Business Bay,Apartment,2.0,1296.6,145439.0,12,Individual
RN5057203,2025-12-11,New,Dubai Sports City,Apartment,1.0,1927.4,143977.0,12,Company
RN5057204,2025-12-11,Renewal,Mirdif,Townhouse,2.0,2245.4,162116.0,12,Individual
RN5057205,2025-12-11,New,Dubai Marina,Apartment,1.0,981.5,126956.0,12,Company
RN5057206,2025-12-11,New,Palm Jumeirah,Apartment,1.0,1866.7,483559.0,12,Individual
RN5057207,2025-12-11,New,Mirdif,Apartment,1.0,1009.3,67830.0,12,Individual
RN5057208,2025-12-11,Renewal,Dubai Silicon Oasis,Apartment,1.0,1441.5,100838.0,12,Individual
RN5057209,2025-12-11,New,Dubai Hills Estate,Office,,4357.5,498938.0,36,Individual
RN5057210,2025-12-11,Renewal,Deira,Apartment,1.0,1281.4,77606.0,12,Company
RN5057211,2025-12-11,New,Al Barsha,Apartment,1.0,1691.0,122342.0,12,Individual
RN5057212,2025-12-11,New,Dubai Silicon Oasis,Villa,0.0,4004.9,305259.0,12,Individual
RN5057213,2025-12-11,New,Palm Jumeirah,Apartment,1.0,708.8,133703.0,12,Individual
RN5057214,2025-12-11,Renewal,Jumeirah Village Circle,Apartment,3.0,2134.8,154710.0,12,Individual
RN5057215,2025-12-11,Renewal,Jumeirah Lake Towers,Villa,2.0,4206.0,474523.0,12,Individual
RN5057216,2025-12-11,Renewal,Dubai Sports City,Apartment,3.0,623.6,46796.0,24,Individual
RN5057217,2025-12-11,Renewal,Downtown Dubai,Townhouse,1.0,3912.4,620043.0,12,Individual
RN5057218,2025-12-11,New,Dubai Silicon Oasis,Townhouse,1.0,3039.0,191750.0,12,Company
RN5057219,2025-12-11,Renewal,Jumeirah Village Circle,Apartment,0.0,711.1,55080.0,12,Individual
RN5057220,2025-12-11,New,Al Barsha,Apartment,1.0,746.0,60980.0,12,Company
RN5057221,2025-12-11,New,Dubai Marina,Townhouse,0.0,3079.7,400699.0,12,Individual
RN5057222,2025-12-11,New,Mirdif,Villa,1.0,2748.1,162006.0,12,Individual
RN5057223,2025-12-11,Renewal,Jumeirah Lake Towers,Townhouse,4.0,4219.2,454612.0,12,Company
RN5057224,2025-12-11,Renewal,Arabian Ranches,Villa,1.0,3376.1,303888.0,12,Individual
RN5057225,2025-12-11,New,DIFC,Office,,3114.0,538936.0,12,Individual
RN5057226,2025-12-11,New,Jumeirah Village Circle,Office,,2817.5,262407.0,12,Individual
RN5057227,2025-12-11,Renewal,Mirdif,Apartment,1.0,1385.1,100879.0,12,Individual
RN5057228,2025-12-11,New,Al Furjan,Office,,975.6,84710.0,12,Individual
RN5057229,2025-12-11,New,Dubai Hills Estate,Apartment,1.0,1803.6,177759.0,24,Individual
RN5057230,2025-12-11,New,Dubai Hills Estate,Apartment,1.0,818.8,86289.0,36,Individual
RN5057231,2025-12-11,Renewal,Jumeirah Village Circle,Apartment,1.0,1641.2,131318.0,12,Company
RN5057232,2025-12-11,New,Dubai Silicon Oasis,Apartment,1.0,1144.0,82423.0,36,Individual
RN5057233,2025-12-11,New,Palm Jumeirah,Apartment,0.0,473.9,108168.0,12,Individual
RN5057234,2025-12-11,Renewal,Jumeirah Lake Towers,Apartment,3.0,918.3,101962.0,12,Individual
RN5057235,2025-12-11,Renewal,Arabian Ranches,Apartment,2.0,1212.9,115914.0,12,Individual
RN5057236,2025-12-11,New,Jumeirah Lake Towers,Apartment,3.0,781.8,84485.0,12,Company
RN5057237,2025-12-11,New,Arabian Ranches,Apartment,4.0,499.6,47644.0,12,Individual
RN5057238,2025-12-11,New,Mirdif,Office,,1364.4,104986.0,12,Individual
RN5057239,2025-12-11,New,Mirdif,Townhouse,4.0,3349.1,266331.0,24,Individual
RN5057240,2025-12-11,Renewal,Dubai Marina,Villa,2.0,3551.5,447846.0,12,Company
RN5057241,2025-12-11,Renewal,Deira,Apartment,0.0,1025.3,58816.0,12,Individual
RN5057242,2025-12-11,Renewal,Jumeirah Lake Towers,Apartment,2.0,973.5,97693.0,12,Individual
RN5057243,2025-12-11,New,Al Barsha,Apartment,1.0,1490.3,120028.0,12,Individual
RN5057244,2025-12-11,New,Al Barsha,Apartment,4.0,1122.8,99137.0,12,Individual
RN5057245,2025-12-11,New,Dubai Sports City,Apartment,1.0,1772.7,135126.0,12,Individual
RN5057246,2025-12-11,New,Al Barsha,Apartment,1.0,517.1,45441.0,24,Individual
RN5057247,2025-12-11,New,Mirdif,Apartment,3.0,473.0,29815.0,12,Individual
RN5057248,2025-12-11,Renewal,Al Barsha,Apartment,1.0,522.1,40052.0,12,Individual
RN5057249,2025-12-11,New,Dubai Silicon Oasis,Apartment,2.0,2166.8,133183.0,12,Individual
RN5057250,2025-12-11,Renewal,Al Barsha,Apartment,1.0,1027.5,95340.0,12,Individual
RN5057251,2025-12-11,New,Deira,Apartment,2.0,1137.6,64966.0,12,Individual
RN5057252,2025-12-11,Renewal,Business Bay,Townhouse,3.0,3950.8,420572.0,12,Company
RN5057253,2025-12-11,New,Dubai Marina,Apartment,1.0,1196.4,169849.0,24,Individual
RN5057254,2025-12-11,Renewal,Deira,Apartment,2.0,700.0,39281.0,12,Company
RN5057255,2025-12-11,Renewal,Palm Jumeirah,Villa,1.0,4347.1,760185.0,12,Individual
RN5057256,2025-12-11,New,DIFC,Apartment,4.0,512.7,75219.0,12,Individual
RN5057257,2025-12-11,Renewal,Business Bay,Apartment,1.0,2004.1,237985.0,12,Company
RN5057258,2025-12-11,Renewal,Al Furjan,Apartment,3.0,631.9,43501.0,12,Individual
RN5057259,2025-12-11,Renewal,Jumeirah Lake Towers,Apartment,0.0,1910.3,186038.0,12,Individual
RN5057260,2025-12-11,Renewal,Jumeirah Lake Towers,Apartment,2.0,1417.6,144716.0,12,Individual
RN5057261,2025-12-11,New,Dubai Marina,Apartment,1.0,1137.2,142548.0,12,Company
RN5057262,2025-12-11,Renewal,Downtown Dubai,Villa,1.0,4993.2,837894.0,12,Company
RN5057263,2025-12-11,New,Dubai Silicon Oasis,Townhouse,3.0,3565.0,253471.0,12,Individual
RN5057264,2025-12-11,Renewal,Jumeirah Village Circle,Apartment,2.0,583.8,43450.0,12,Individual
RN5057265,2025-12-11,Renewal,Jumeirah Lake Towers,Townhouse,3.0,3429.4,396526.0,12,Individual
RN5057266,2025-12-11,Renewal,Business Bay,Apartment,1.0,1978.3,174685.0,12,Individual
RN5057267,2025-12-11,New,Jumeirah Village Circle,Apartment,2.0,1593.8,133944.0,12,Individual
RN5057268,2025-12-11,Renewal,Downtown Dubai,Villa,1.0,3599.0,615787.0,24,Individual
RN5057269,2025-12-11,New,Jumeirah Village Circle,Townhouse,4.0,3258.1,241120.0,12,Individual
RN5057270,2025-12-11,New,Jumeirah Village Circle,Villa,1.0,5885.3,446456.0,12,Company
RN5057271,2025-12-11,Renewal,Dubai Hills Estate,Apartment,1.0,1589.7,166525.0,24,Company
RN5057272,2025-12-11,New,Al Barsha,Office,,2764.9,218935.0,12,Individual
RN5057273,2025-12-11,New,Business Bay,Apartment,1.0,655.5,68839.0,12,Individual
RN5057274,2025-12-11,New,Al Barsha,Villa,2.0,3718.9,325764.0,12,Company
RN5057275,2025-12-11,Renewal,Dubai Marina,Apartment,2.0,1515.5,196279.0,12,Company
RN5057276,2025-12-11,New,Dubai Hills Estate,Apartment,3.0,1809.6,237398.0,12,Individual
RN5057277,2025-12-11,New,Dubai Sports City,Apartment,2.0,760.5,53087.0,12,Individual
RN5057278,2025-12-11,Renewal,Al Furjan,Apartment,0.0,904.9,75637.0,12,Individual
RN5057279,2025-12-12,New,Jumeirah Lake Towers,Apartment,2.0,1431.2,154139.0,12,Individual
RN5057280,2025-12-12,Renewal,Jumeirah Lake Towers,Apartment,1.0,1656.0,177842.0,12,Individual
RN5057281,2025-12-12,New,Dubai Hills Estate,Office,,558.6,65059.0,12,Individual
RN5057282,2025-12-12,Renewal,DIFC,Office,,2314.3,424148.0,12,Individual
RN5057283,2025-12-12,Renewal,Downtown Dubai,Townhouse,2.0,3490.7,489968.0,36,Individual
RN5057284,2025-12-12,New,Dubai Silicon Oasis,Apartment,1.0,1028.2,68278.0,24,Individual
RN5057285,2025-12-12,Renewal,DIFC,Villa,0.0,2858.4,480459.0,24,Individual
RN5057286,2025-12-12,New,Dubai Silicon Oasis,Apartment,4.0,1615.9,105170.0,24,Company
RN5057287,2025-12-12,Renewal,Deira,Apartment,1.0,591.6,36340.0,12,Individual
RN5057288,2025-12-12,New,Jumeirah Lake Towers,Apartment,1.0,698.4,67250.0,36,Individual
RN5057289,2025-12-12,Renewal,Al Furjan,Villa,4.0,5121.3,428123.0,12,Individual
RN5057290,2025-12-12,New,Jumeirah Lake Towers,Villa,2.0,4190.0,497158.0,24,Individual
RN5057291,2025-12-12,New,Deira,Office,,648.3,38698.0,12,Individual
RN5057292,2025-12-12,New,Dubai Hills Estate,Apartment,2.0,563.6,62155.0,12,Individual
RN5057293,2025-12-12,New,Dubai Sports City,Apartment,2.0,1403.6,97436.0,12,Individual
RN5057294,2025-12-12,Renewal,Dubai Silicon Oasis,Apartment,0.0,1028.1,72505.0,12,Individual
RN5057295,2025-12-12,Renewal,Arabian Ranches,Villa,1.0,5877.9,666785.0,12,Individual
RN5057296,2025-12-12,New,Palm Jumeirah,Apartment,3.0,1750.1,317436.0,12,Individual
RN5057297,2025-12-12,New,Dubai Marina,Apartment,1.0,1867.4,218841.0,12,Individual
RN5057298,2025-12-12,Renewal,Dubai Marina,Apartment,0.0,1675.4,223650.0,12,Company
RN5057299,2025-12-12,New,Dubai Sports City,Villa,2.0,3969.5,299426.0,12,Individual
RN5057300,2025-12-12,Renewal,Dubai Hills Estate,Villa,2.0,4765.4,401258.0,12,Individual
RN5057301,2025-12-12,Renewal,Downtown Dubai,Villa,1.0,5042.2,622053.0,12,Individual
RN5057302,2025-12-12,Renewal,DIFC,Apartment,1.0,865.4,156333.0,12,Individual
RN5057303,2025-12-12,New,Jumeirah Village Circle,Apartment,0.0,1082.7,88787.0,12,Individual
RN5057304,2025-12-12,New,Deira,Apartment,0.0,1917.1,120171.0,12,Individual
RN5057305,2025-12-12,New,Business Bay,Apartment,3.0,1276.1,130487.0,12,Individual
RN5057306,2025-12-12,New,Dubai Sports City,Apartment,0.0,1175.6,84851.0,12,Individual
RN5057307,2025-12-12,New,Arabian Ranches,Apartment,4.0,2016.1,192969.0,12,Individual
RN5057308,2025-12-12,Renewal,Jumeirah Lake Towers,Apartment,2.0,1808.4,190166.0,12,Individual
RN5057309,2025-12-12,New,Palm Jumeirah,Apartment,0.0,986.6,210753.0,12,Individual
RN5057310,2025-12-12,Renewal,Arabian Ranches,Apartment,4.0,1808.1,157000.0,12,Individual
RN5057311,2025-12-12,New,Dubai Hills Estate,Apartment,0.0,2031.1,244338.0,12,Individual
RN5057312,2025-12-12,New,Al Barsha,Apartment,1.0,2042.6,157243.0,12,Individual
RN5057313,2025-12-12,Renewal,Downtown Dubai,Apartment,3.0,1724.7,323500.0,12,Individual
RN5057314,2025-12-12,Renewal,Arabian Ranches,Apartment,1.0,986.7,109349.0,24,Company
RN5057315,2025-12-12,Renewal,Jumeirah Lake Towers,Office,,1595.4,169714.0,24,Individual
RN5057316,2025-12-12,Renewal,Al Barsha,Apartment,3.0,1882.9,153557.0,12,Individual
RN5057317,2025-12-12,New,Palm Jumeirah,Apartment,1.0,489.4,94907.0,24,Individual
RN5057318,2025-12-12,Renewal,Dubai Hills Estate,Apartment,0.0,729.5,89764.0,24,Individual
RN5057319,2025-12-12,Renewal,Jumeirah Lake Towers,Villa,2.0,4547.5,498956.0,12,Individual
RN5057320,2025-12-12,New,Dubai Marina,Apartment,1.0,734.8,94474.0,36,Individual
RN5057321,2025-12-12,New,Dubai Sports City,Townhouse,2.0,4145.1,298520.0,24,Individual
RN5057322,2025-12-12,Renewal,Arabian Ranches,Apartment,0.0,1848.2,185242.0,12,Individual
RN5057323,2025-12-12,Renewal,Jumeirah Lake Towers,Apartment,1.0,1746.1,162734.0,12,Company
RN5057324,2025-12-12,New,DIFC,Apartment,0.0,2128.9,306876.0,24,Individual
RN5057325,2025-12-12,New,Jumeirah Lake Towers,Apartment,4.0,1430.3,151890.0,12,Individual
RN5057326,2025-12-12,Renewal,Arabian Ranches,Apartment,0.0,1321.9,142462.0,24,Individual
RN5057327,2025-12-12,Renewal,Business Bay,Apartment,1.0,1231.5,137705.0,36,Individual
RN5057328,2025-12-12,New,Downtown Dubai,Apartment,0.0,1814.6,283238.0,12,Individual
RN5057329,2025-12-12,New,Downtown Dubai,Townhouse,2.0,3575.2,552252.0,12,Individual
RN5057330,2025-12-12,New,Al Barsha,Apartment,2.0,723.8,60125.0,12,Individual
RN5057331,2025-12-12,New,Mirdif,Office,,3508.9,243946.0,12,Company
RN5057332,2025-12-12,Renewal,Downtown Dubai,Apartment,0.0,1361.6,210167.0,12,Individual
RN5057333,2025-12-12,Renewal,Jumeirah Lake Towers,Office,,862.2,94179.0,12,Individual
RN5057334,2025-12-12,New,Palm Jumeirah,Apartment,0.0,1742.5,281286.0,12,Individual
RN5057335,2025-12-12,New,Palm Jumeirah,Apartment,1.0,1388.9,232306.0,12,Individual
RN5057336,2025-12-12,Renewal,Arabian Ranches,Apartment,1.0,1875.3,209751.0,12,Individual
RN5057337,2025-12-12,New,Al Barsha,Villa,2.0,5505.7,428691.0,24,Company
RN5057338,2025-12-12,New,Business Bay,Apartment,3.0,1726.2,208217.0,12,Individual
RN5057339,2025-12-12,Renewal,Jumeirah Lake Towers,Apartment,1.0,1374.0,143440.0,12,Individual
RN5057340,2025-12-12,Renewal,Dubai Silicon Oasis,Apartment,0.0,527.8,35676.0,12,Individual
RN5057341,2025-12-12,Renewal,Dubai Hills Estate,Apartment,2.0,1348.5,166895.0,12,Company
RN5057342,2025-12-12,Renewal,Al Furjan,Office,,3869.3,330801.0,12,Individual
RN5057343,2025-12-12,Renewal,Deira,Villa,1.0,5815.9,315486.0,12,Individual
RN5057344,2025-12-13,New,Downtown Dubai,Apartment,2.0,513.0,88003.0,24,Company
RN5057345,2025-12-13,New,Downtown Dubai,Apartment,2.0,1800.8,179707.0,24,Individual
RN5057346,2025-12-13,New,Al Furjan,Apartment,2.0,1725.5,128880.0,12,Individual
RN5057347,2025-12-13,New,Dubai Sports City,Apartment,1.0,1718.5,120859.0,24,Individual
RN5057348,2025-12-13,New,Dubai Sports City,Apartment,1.0,1535.2,129285.0,12,Individual
