transaction_id,transaction_date,procedure_type,registration_type,area_name,property_type,rooms,size_sqft,price_per_sqft_aed,transaction_value_aed,developer_name
TX1014864,2025-06-29,Sale,Off-Plan Property,DIFC,Office,,1109.9,3276.1,3636216.0,Emaar Properties
TX1014865,2025-06-29,Mortgage,Off-Plan Property,Al Furjan,Land,,7595.0,1022.5,7765606.0,Meraas
TX1014866,2025-06-29,Sale,Existing Property,Dubai Sports City,Apartment,3.0,499.0,1058.0,527909.0,
TX1014867,2025-06-29,Sale,Existing Property,Palm Jumeirah,Apartment,1.0,1758.9,3141.2,5525014.0,
TX1014868,2025-06-29,Sale,Existing Property,Downtown Dubai,Townhouse,1.0,2450.1,2636.4,6459367.0,
TX1014869,2025-06-29,Mortgage,Existing Property,Jumeirah Lake Towers,Apartment,1.0,2169.6,1870.4,4057909.0,
TX1014870,2025-06-29,Sale,Off-Plan Property,Arabian Ranches,Apartment,1.0,1416.2,1464.6,2074174.0,Ellington Properties
TX1014871,2025-06-29,Sale,Off-Plan Property,Arabian Ranches,Townhouse,2.0,3170.9,1474.3,4674758.0,Sobha Realty
TX1014872,2025-06-29,Sale,Off-Plan Property,Deira,Apartment,3.0,754.5,731.2,551718.0,Emaar Properties
TX1014873,2025-06-29,Sale,Off-Plan Property,Mirdif,Townhouse,1.0,3010.1,1094.1,3293471.0,Nakheel
TX1014874,2025-06-29,Sale,Existing Property,Arabian Ranches,Apartment,1.0,1254.4,1304.2,1635980.0,
TX1014875,2025-06-29,Mortgage,Off-Plan Property,Business Bay,Apartment,4.0,964.3,1390.6,1340985.0,Azizi Developments
TX1014876,2025-06-29,Mortgage,Existing Property,Dubai Hills Estate,Apartment,2.0,870.4,1542.4,1342490.0,
TX1014877,2025-06-29,Sale,Off-Plan Property,Business Bay,Land,,3642.5,1903.2,6932513.0,Nakheel
TX1014878,2025-06-29,Sale,Existing Property,Dubai Silicon Oasis,Townhouse,2.0,3325.1,946.3,3146364.0,
TX1014879,2025-06-29,Sale,Off-Plan Property,Dubai Hills Estate,Apartment,3.0,1885.4,1461.6,2755670.0,Azizi Developments
TX1014880,2025-06-29,Sale,Off-Plan Property,Mirdif,Apartment,3.0,963.7,811.1,781648.0,Meraas
TX1014881,2025-06-29,Mortgage,Off-Plan Property,Mirdif,Apartment,3.0,2042.5,922.6,1884398.0,Meraas
TX1014882,2025-06-30,Sale,Existing Property,DIFC,Apartment,2.0,1155.3,3056.8,3531393.0,
TX1014883,2025-06-30,Sale,Existing Property,Business Bay,Apartment,1.0,696.9,2250.7,1568493.0,
TX1014884,2025-06-30,Gift,Off-Plan Property,Arabian Ranches,Land,,4823.7,1534.6,7402698.0,Damac Properties
TX1014885,2025-06-30,Sale,Off-Plan Property,Dubai Marina,Apartment,2.0,789.7,1935.0,1528004.0,Sobha Realty
TX1014886,2025-06-30,Sale,Existing Property,Downtown Dubai,Apartment,1.0,1340.8,2046.5,2743945.0,
TX1014887,2025-06-30,Sale,Off-Plan Property,Jumeirah Lake Towers,Apartment,1.0,726.1,1458.1,1058677.0,Dubai Properties
TX1014888,2025-06-30,Sale,Existing Property,Dubai Silicon Oasis,Villa,1.0,5849.5,889.0,5200379.0,
TX1014889,2025-06-30,Sale,Existing Property,Palm Jumeirah,Apartment,2.0,693.1,3225.9,2235720.0,
TX1014890,2025-06-30,Mortgage,Existing Property,Dubai Sports City,Apartment,3.0,1323.2,1061.3,1404340.0,
TX1014891,2025-06-30,Mortgage,Off-Plan Property,Dubai Silicon Oasis,Apartment,5.0,797.1,881.1,702342.0,Binghatti Developers
TX1014892,2025-06-30,Sale,Existing Property,Dubai Silicon Oasis,Land,,4364.4,1028.0,4486550.0,
TX1014893,2025-06-30,Mortgage,Existing Property,Al Barsha,Villa,4.0,5047.4,1299.0,6556334.0,
TX1014894,2025-06-30,Sale,Existing Property,Dubai Marina,Villa,1.0,2651.4,2043.1,5417062.0,
TX1014895,2025-06-30,Sale,Existing Property,Business Bay,Townhouse,2.0,4424.6,1429.0,6322660.0,
TX1014896,2025-06-30,Sale,Existing Property,Al Furjan,Villa,0.0,5029.0,1045.7,5258953.0,
TX1014897,2025-06-30,Sale,Off-Plan Property,Business Bay,Apartment,2.0,1188.6,1342.8,1596049.0,Damac Properties
TX1014898,2025-06-30,Sale,Existing Property,Dubai Sports City,Villa,3.0,7032.2,1037.3,7294768.0,
TX1014899,2025-06-30,Sale,Off-Plan Property,Jumeirah Village Circle,Apartment,1.0,1044.1,1176.0,1227837.0,Emaar Properties
TX1014900,2025-06-30,Sale,Off-Plan Property,Downtown Dubai,Apartment,5.0,2010.9,2238.5,4501396.0,Azizi Developments
TX1014901,2025-06-30,Sale,Existing Property,Downtown Dubai,Apartment,2.0,828.4,2560.2,2120715.0,
TX1014902,2025-06-30,Mortgage,Off-Plan Property,Jumeirah Village Circle,Apartment,2.0,1923.7,1059.4,2037936.0,Ellington Properties
TX1014903,2025-06-30,Sale,Off-Plan Property,Al Furjan,Villa,2.0,6425.0,960.7,6172535.0,Sobha Realty
TX1014904,2025-06-30,Mortgage,Off-Plan Property,Business Bay,Villa,4.0,5520.4,1453.4,8023548.0,Dubai Properties
TX1014905,2025-06-30,Sale,Off-Plan Property,Palm Jumeirah,Villa,2.0,7418.8,2071.4,15367297.0,Sobha Realty
TX1014906,2025-06-30,Sale,Existing Property,Arabian Ranches,Apartment,3.0,572.5,1303.1,746091.0,
TX1014907,2025-06-30,Sale,Existing Property,Dubai Sports City,Apartment,0.0,1957.6,1102.0,2157336.0,
TX1014908,2025-06-30,Mortgage,Existing Property,Jumeirah Lake Towers,Office,,2350.8,1347.2,3166850.0,
TX1014909,2025-06-30,Sale,Off-Plan Property,Dubai Hills Estate,Land,,9247.0,1589.9,14701928.0,Danube Properties
TX1014910,2025-06-30,Sale,Off-Plan Property,Palm Jumeirah,Office,,2588.7,3624.3,9382112.0,Ellington Properties
TX1014911,2025-06-30,Sale,Existing Property,Deira,Land,,8902.0,968.8,8624018.0,
TX1014912,2025-06-30,Sale,Existing Property,Al Barsha,Apartment,5.0,1470.0,1155.6,1698727.0,
TX1014913,2025-06-30,Sale,Existing Property,Dubai Hills Estate,Townhouse,2.0,2034.2,1355.2,2756678.0,
TX1014914,2025-06-30,Mortgage,Existing Property,DIFC,Apartment,2.0,1395.8,3113.4,4345562.0,
TX1014915,2025-06-30,Gift,Existing Property,Business Bay,Apartment,2.0,1214.7,1606.5,1951389.0,
TX1014916,2025-06-30,Mortgage,Existing Property,Dubai Sports City,Apartment,2.0,2166.8,1004.5,2176630.0,
TX1014917,2025-06-30,Sale,Off-Plan Property,Jumeirah Village Circle,Office,,4260.1,1027.7,4378040.0,Emaar Properties
TX1014918,2025-06-30,Sale,Off-Plan Property,Downtown Dubai,Apartment,2.0,897.7,2418.2,2170820.0,Sobha Realty
TX1014919,2025-06-30,Sale,Off-Plan Property,DIFC,Apartment,1.0,709.5,2557.7,1814815.0,Dubai Properties
TX1014920,2025-06-30,Sale,Existing Property,Downtown Dubai,Apartment,1.0,1449.3,2764.2,4006047.0,
TX1014921,2025-06-30,Sale,Off-Plan Property,DIFC,Land,,10499.6,2136.4,22431272.0,Ellington Properties
TX1014922,2025-06-30,Sale,Existing Property,Business Bay,Villa,2.0,7186.9,1469.7,10562363.0,
TX1014923,2025-06-30,Sale,Off-Plan Property,Deira,Apartment,2.0,1777.4,857.7,1524477.0,Damac Properties
TX1014924,2025-06-30,Mortgage,Off-Plan Property,Dubai Marina,Apartment,3.0,1442.3,2052.8,2960655.0,Dubai Properties
TX1014925,2025-07-01,Mortgage,Off-Plan Property,Al Furjan,Apartment,1.0,1206.5,1159.9,1399433.0,Meraas
TX1014926,2025-07-01,Mortgage,Existing Property,Dubai Silicon Oasis,Office,,1924.2,1095.0,2107028.0,
TX1014927,2025-07-01,Mortgage,Existing Property,Arabian Ranches,Apartment,2.0,1360.9,1495.8,2035634.0,
TX1014928,2025-07-01,Sale,Existing Property,Dubai Silicon Oasis,Villa,2.0,6082.9,975.7,5934865.0,
TX1014929,2025-07-01,Mortgage,Existing Property,Al Furjan,Villa,1.0,5960.8,1157.5,6899632.0,
TX1014930,2025-07-01,Sale,Off-Plan Property,Palm Jumeirah,Apartment,3.0,2053.6,3902.6,8014342.0,Azizi Developments
TX1014931,2025-07-01,Mortgage,Existing Property,Al Furjan,Land,,8243.8,1145.9,9446616.0,
TX1014932,2025-07-01,Mortgage,Existing Property,Al Furjan,Villa,2.0,6010.8,1169.3,7028374.0,
TX1014933,2025-07-01,Sale,Existing Property,Mirdif,Villa,0.0,2974.0,1006.0,2991735.0,
TX1014934,2025-07-01,Mortgage,Off-Plan Property,Jumeirah Village Circle,Townhouse,1.0,2300.2,751.7,1729143.0,Damac Properties
TX1014935,2025-07-01,Sale,Off-Plan Property,Palm Jumeirah,Townhouse,1.0,3203.1,2988.8,9573460.0,Ellington Properties
TX1014936,2025-07-01,Sale,Existing Property,Business Bay,Apartment,1.0,1296.9,1808.9,2345934.0,
TX1014937,2025-07-01,Sale,Existing Property,Jumeirah Lake Towers,Apartment,2.0,1249.5,1161.4,1451074.0,
TX1014938,2025-07-01,Sale,Existing Property,Mirdif,Office,,1785.7,899.8,1606810.0,
TX1014939,2025-07-01,Mortgage,Existing Property,Dubai Hills Estate,Apartment,1.0,840.2,1693.2,1422584.0,
TX1014940,2025-07-01,Mortgage,Existing Property,Al Furjan,Apartment,3.0,514.5,910.0,468222.0,
TX1014941,2025-07-01,Sale,Existing Property,Al Barsha,Office,,655.8,1161.8,761898.0,
TX1014942,2025-07-01,Sale,Off-Plan Property,Arabian Ranches,Townhouse,1.0,4459.7,1172.0,5226715.0,Binghatti Developers
TX1014943,2025-07-01,Sale,Off-Plan Property,Dubai Hills Estate,Apartment,3.0,1299.0,1843.3,2394471.0,Danube Properties
TX1014944,2025-07-01,Mortgage,Existing Property,Arabian Ranches,Apartment,1.0,2169.0,1549.2,3360384.0,
TX1014945,2025-07-01,Sale,Existing Property,Palm Jumeirah,Apartment,4.0,1607.9,3389.4,5449964.0,
TX1014946,2025-07-01,Sale,Existing Property,Dubai Marina,Townhouse,1.0,3181.6,2352.7,7485479.0,
TX1014947,2025-07-01,Mortgage,Existing Property,DIFC,Land,,11318.6,2602.2,29453488.0,
TX1014948,2025-07-01,Sale,Off-Plan Property,Al Furjan,Apartment,3.0,1622.6,1124.4,1824481.0,Sobha Realty
TX1014949,2025-07-01,Mortgage,Off-Plan Property,Al Furjan,Office,,3717.7,1038.6,3861210.0,Nakheel
TX1014950,2025-07-01,Sale,Off-Plan Property,Deira,Apartment,4.0,1188.0,858.3,1019648.0,Azizi Developments
TX1014951,2025-07-01,Sale,Off-Plan Property,Deira,Apartment,2.0,955.3,704.5,673025.0,Dubai Properties
TX1014952,2025-07-01,Sale,Existing Property,Arabian Ranches,Apartment,1.0,1334.1,1789.8,2387865.0,
TX1014953,2025-07-01,Sale,Off-Plan Property,Dubai Hills Estate,Villa,1.0,4514.9,1772.7,8003630.0,Nakheel
TX1014954,2025-07-01,Mortgage,Off-Plan Property,Deira,Apartment,2.0,2154.6,932.7,2009706.0,Damac Properties
TX1014955,2025-07-01,Gift,Off-Plan Property,Jumeirah Lake Towers,Office,,3316.4,1341.4,4448547.0,Dubai Properties
TX1014956,2025-07-01,Sale,Existing Property,Jumeirah Village Circle,Apartment,1.0,608.1,1238.6,753139.0,
TX1014957,2025-07-01,Sale,Existing Property,Palm Jumeirah,Office,,3041.2,3565.5,10843307.0,
TX1014958,2025-07-02,Sale,Existing Property,Al Furjan,Apartment,1.0,455.0,1144.1,520541.0,
TX1014959,2025-07-02,Sale,Existing Property,Dubai Marina,Land,,6961.6,1813.4,12624575.0,
TX1014960,2025-07-02,Sale,Existing Property,Dubai Silicon Oasis,Villa,4.0,6707.7,1007.3,6756793.0,
TX1014961,2025-07-02,Sale,Existing Property,Palm Jumeirah,Villa,2.0,4556.7,3432.5,15640953.0,
TX1014962,2025-07-02,Sale,Existing Property,Dubai Sports City,Apartment,1.0,1849.6,1166.5,2157584.0,
TX1014963,2025-07-02,Sale,Existing Property,Business Bay,Apartment,5.0,2069.6,1894.7,3921339.0,
TX1014964,2025-07-02,Sale,Existing Property,Jumeirah Village Circle,Apartment,4.0,1502.3,972.8,1461541.0,
TX1014965,2025-07-02,Mortgage,Existing Property,Dubai Silicon Oasis,Apartment,1.0,1948.4,1127.4,2196631.0,
TX1014966,2025-07-02,Sale,Existing Property,Business Bay,Villa,2.0,7515.5,1627.5,12231794.0,
TX1014967,2025-07-02,Sale,Off-Plan Property,Jumeirah Lake Towers,Apartment,3.0,1667.3,1527.9,2547397.0,Danube Properties
TX1014968,2025-07-02,Sale,Existing Property,Business Bay,Villa,2.0,8850.8,1683.0,14895580.0,
TX1014969,2025-07-02,Mortgage,Existing Property,Palm Jumeirah,Villa,2.0,2958.1,2672.0,7904209.0,
TX1014970,2025-07-02,Sale,Existing Property,Dubai Sports City,Land,,7130.1,1025.6,7312959.0,
TX1014971,2025-07-02,Sale,Off-Plan Property,Dubai Silicon Oasis,Apartment,4.0,1864.3,1001.1,1866347.0,Ellington Properties
TX1014972,2025-07-02,Sale,Existing Property,Downtown Dubai,Land,,10641.6,2795.5,29748703.0,
TX1014973,2025-07-02,Mortgage,Existing Property,Deira,Apartment,1.0,1009.9,965.8,975312.0,
TX1014974,2025-07-02,Mortgage,Off-Plan Property,Dubai Silicon Oasis,Townhouse,4.0,3383.4,823.4,2785929.0,Ellington Properties
TX1014975,2025-07-02,Sale,Off-Plan Property,Palm Jumeirah,Apartment,1.0,626.6,3111.5,1949570.0,Danube Properties
TX1014976,2025-07-02,Mortgage,Existing Property,Downtown Dubai,Villa,1.0,6633.3,2851.0,18911954.0,
TX1014977,2025-07-02,Sale,Existing Property,Al Furjan,Apartment,4.0,2091.0,1395.9,2918836.0,
TX1014978,2025-07-02,Mortgage,Off-Plan Property,Jumeirah Village Circle,Apartment,1.0,1019.1,1162.0,1184218.0,Sobha Realty
TX1014979,2025-07-02,Sale,Off-Plan Property,Al Barsha,Apartment,1.0,1538.9,1073.4,1651809.0,Emaar Properties
TX1014980,2025-07-02,Mortgage,Existing Property,Dubai Silicon Oasis,Apartment,3.0,476.5,958.7,456816.0,
TX1014981,2025-07-02,Mortgage,Off-Plan Property,Dubai Hills Estate,Villa,5.0,4053.2,1320.8,5353531.0,Dubai Properties
TX1014982,2025-07-02,Sale,Existing Property,Downtown Dubai,Apartment,2.0,1076.8,2018.4,2173368.0,
TX1014983,2025-07-02,Sale,Existing Property,Deira,Villa,4.0,6022.9,844.7,5087260.0,
TX1014984,2025-07-02,Sale,Existing Property,Jumeirah Lake Towers,Apartment,1.0,1655.3,1520.9,2517566.0,
TX1014985,2025-07-02,Sale,Off-Plan Property,Jumeirah Lake Towers,Apartment,5.0,594.1,1418.8,842978.0,Damac Properties
TX1014986,2025-07-02,Sale,Off-Plan Property,Deira,Villa,3.0,6790.0,817.3,5549218.0,Sobha Realty
TX1014987,2025-07-02,Sale,Off-Plan Property,Business Bay,Office,,3003.8,1409.3,4233152.0,Nakheel
TX1014988,2025-07-02,Sale,Existing Property,Dubai Silicon Oasis,Villa,1.0,3431.2,940.0,3225436.0,
TX1014989,2025-07-02,Sale,Off-Plan Property,Dubai Marina,Apartment,1.0,795.0,1992.6,1584125.0,Dubai Properties
TX1014990,2025-07-02,Sale,Existing Property,Mirdif,Apartment,1.0,1534.5,1102.6,1691928.0,
TX1014991,2025-07-03,Sale,Existing Property,Dubai Sports City,Apartment,2.0,1999.2,964.9,1928932.0,
TX1014992,2025-07-03,Sale,Existing Property,Jumeirah Village Circle,Apartment,2.0,938.8,1174.3,1102438.0,
TX1014993,2025-07-03,Sale,Off-Plan Property,Downtown Dubai,Apartment,1.0,556.5,2472.1,1375810.0,Damac Properties
TX1014994,2025-07-03,Mortgage,Existing Property,Dubai Hills Estate,Villa,1.0,2561.9,1976.0,5062409.0,
TX1014995,2025-07-03,Sale,Existing Property,Jumeirah Village Circle,Apartment,2.0,752.5,1237.3,931087.0,
TX1014996,2025-07-03,Sale,Off-Plan Property,Mirdif,Villa,2.0,3351.4,941.6,3155782.0,Emaar Properties
TX1014997,2025-07-03,Sale,Existing Property,Jumeirah Lake Towers,Villa,2.0,5625.9,1532.6,8622356.0,
TX1014998,2025-07-03,Mortgage,Off-Plan Property,Dubai Hills Estate,Land,,13531.9,1721.2,23290854.0,Damac Properties
TX1014999,2025-07-03,Sale,Existing Property,Mirdif,Apartment,1.0,1314.7,1018.1,1338411.0,
TX1015000,2025-07-03,Sale,Existing Property,Jumeirah Village Circle,Apartment,3.0,891.1,1234.9,1100441.0,
TX1015001,2025-07-03,Sale,Existing Property,Dubai Silicon Oasis,Apartment,2.0,1631.1,888.9,1449891.0,
TX1015002,2025-07-03,Mortgage,Off-Plan Property,Palm Jumeirah,Townhouse,1.0,3925.5,3101.4,12174401.0,Binghatti Developers
TX1015003,2025-07-03,Sale,Existing Property,Dubai Marina,Townhouse,1.0,1966.6,1738.3,3418576.0,
TX1015004,2025-07-03,Gift,Off-Plan Property,Jumeirah Lake Towers,Office,,1253.0,1371.6,1718611.0,Emaar Properties
TX1015005,2025-07-03,Sale,Existing Property,DIFC,Villa,4.0,4458.8,2012.0,8970944.0,
TX1015006,2025-07-03,Mortgage,Existing Property,Deira,Apartment,3.0,1391.0,920.2,1280009.0,
TX1015007,2025-07-03,Sale,Existing Property,Dubai Marina,Townhouse,1.0,1915.0,1925.2,3686816.0,
TX1015008,2025-07-03,Sale,Existing Property,Dubai Marina,Apartment,3.0,634.2,1938.3,1229215.0,
TX1015009,2025-07-03,Sale,Off-Plan Property,Jumeirah Lake Towers,Apartment,2.0,599.0,1839.7,1101971.0,Nakheel
TX1015010,2025-07-03,Sale,Off-Plan Property,Jumeirah Lake Towers,Land,,11812.9,1525.8,18023743.0,Binghatti Developers
TX1015011,2025-07-03,Mortgage,Off-Plan Property,Jumeirah Lake Towers,Apartment,1.0,673.2,1208.7,813768.0,Meraas
TX1015012,2025-07-03,Mortgage,Off-Plan Property,Al Furjan,Apartment,4.0,1740.9,1040.7,1811773.0,Sobha Realty
TX1015013,2025-07-03,Mortgage,Off-Plan Property,Business Bay,Apartment,1.0,689.3,1450.2,999597.0,Azizi Developments
TX1015014,2025-07-03,Sale,Off-Plan Property,Al Barsha,Apartment,3.0,1318.4,1198.3,1579904.0,Binghatti Developers
TX1015015,2025-07-03,Mortgage,Off-Plan Property,Arabian Ranches,Apartment,4.0,507.6,1046.6,531233.0,Nakheel
TX1015016,2025-07-03,Sale,Off-Plan Property,Business Bay,Townhouse,2.0,4070.1,1594.8,6490854.0,Damac Properties
TX1015017,2025-07-03,Sale,Existing Property,Mirdif,Apartment,0.0,1970.4,964.2,1899791.0,
TX1015018,2025-07-03,Sale,Existing Property,DIFC,Apartment,1.0,1321.0,2501.6,3304558.0,
TX1015019,2025-07-03,Sale,Off-Plan Property,Dubai Hills Estate,Apartment,1.0,2112.8,1897.4,4008790.0,Sobha Realty
TX1015020,2025-07-03,Sale,Existing Property,Jumeirah Lake Towers,Apartment,5.0,2071.9,1933.1,4005238.0,
TX1015021,2025-07-03,Mortgage,Existing Property,Dubai Marina,Land,,8278.0,2518.6,20848557.0,
TX1015022,2025-07-03,Sale,Off-Plan Property,Dubai Sports City,Apartment,3.0,1788.3,1082.9,1936592.0,Damac Properties
TX1015023,2025-07-04,Sale,Existing Property,Al Furjan,Apartment,2.0,702.7,1150.1,808221.0,
TX1015024,2025-07-04,Gift,Off-Plan Property,Al Furjan,Townhouse,3.0,2263.9,1110.0,2512850.0,Azizi Developments
TX1015025,2025-07-04,Sale,Existing Property,Mirdif,Land,,2137.0,1035.5,2212856.0,
TX1015026,2025-07-04,Mortgage,Existing Property,DIFC,Land,,14807.5,2367.6,35058658.0,
TX1015027,2025-07-04,Gift,Existing Property,Al Barsha,Apartment,4.0,663.1,1269.9,842091.0,
TX1015028,2025-07-04,Gift,Existing Property,Dubai Silicon Oasis,Apartment,1.0,572.1,1101.5,630108.0,
TX1015029,2025-07-04,Mortgage,Existing Property,Jumeirah Village Circle,Apartment,4.0,888.4,1240.8,1102305.0,
TX1015030,2025-07-04,Mortgage,Off-Plan Property,Dubai Silicon Oasis,Villa,0.0,5062.8,951.5,4817116.0,Emaar Properties
TX1015031,2025-07-04,Sale,Off-Plan Property,Dubai Hills Estate,Villa,1.0,7946.9,1880.6,14945224.0,Danube Properties
TX1015032,2025-07-05,Sale,Existing Property,Business Bay,Apartment,5.0,2126.0,1854.1,3941718.0,
TX1015033,2025-07-05,Sale,Off-Plan Property,DIFC,Villa,1.0,5630.5,1934.0,10889214.0,Binghatti Developers
TX1015034,2025-07-05,Sale,Existing Property,DIFC,Land,,13153.7,2816.3,37044052.0,
TX1015035,2025-07-05,Sale,Existing Property,Mirdif,Apartment,3.0,1700.6,1000.7,1701694.0,
TX1015036,2025-07-05,Sale,Off-Plan Property,Jumeirah Lake Towers,Apartment,4.0,2121.7,1246.3,2644285.0,Azizi Developments
TX1015037,2025-07-05,Sale,Existing Property,Al Furjan,Apartment,0.0,736.4,1007.0,741570.0,
TX1015038,2025-07-05,Mortgage,Existing Property,Jumeirah Village Circle,Office,,2728.7,1305.5,3562290.0,
TX1015039,2025-07-05,Sale,Off-Plan Property,Dubai Sports City,Villa,1.0,7458.1,1169.6,8722941.0,Meraas
TX1015040,2025-07-05,Sale,Off-Plan Property,Jumeirah Lake Towers,Apartment,1.0,1396.1,1574.9,2198760.0,Emaar Properties
TX1015041,2025-07-05,Sale,Off-Plan Property,Mirdif,Villa,1.0,5211.4,874.2,4555908.0,Azizi Developments
TX1015042,2025-07-05,Mortgage,Off-Plan Property,Business Bay,Apartment,3.0,1727.1,1404.3,2425267.0,Nakheel
TX1015043,2025-07-05,Sale,Existing Property,Jumeirah Lake Towers,Apartment,2.0,1789.9,1816.6,3251623.0,
TX1015044,2025-07-05,Mortgage,Existing Property,Jumeirah Lake Towers,Apartment,3.0,1972.0,1831.6,3612034.0,
TX1015045,2025-07-05,Mortgage,Off-Plan Property,Al Barsha,Land,,12939.6,1225.7,15859845.0,Danube Properties
TX1015046,2025-07-05,Sale,Existing Property,DIFC,Villa,2.0,3100.9,2995.3,9287920.0,
TX1015047,2025-07-06,Sale,Off-Plan Property,Al Barsha,Apartment,1.0,1032.3,1147.3,1184338.0,Sobha Realty
TX1015048,2025-07-06,Sale,Off-Plan Property,Deira,Apartment,3.0,1411.1,970.6,1369654.0,Damac Properties
TX1015049,2025-07-06,Sale,Existing Property,Mirdif,Office,,2607.1,1091.1,2844687.0,
TX1015050,2025-07-06,Sale,Off-Plan Property,Dubai Hills Estate,Apartment,4.0,1691.6,1554.7,2629972.0,Danube Properties
TX1015051,2025-07-06,Mortgage,Existing Property,Dubai Sports City,Apartment,2.0,1868.8,899.3,1680675.0,
TX1015052,2025-07-06,Sale,Off-Plan Property,Palm Jumeirah,Apartment,1.0,820.3,3944.6,3235921.0,Ellington Properties
TX1015053,2025-07-06,Sale,Off-Plan Property,Business Bay,Land,,11612.5,1642.6,19075151.0,Dubai Properties
TX1015054,2025-07-06,Mortgage,Off-Plan Property,Al Furjan,Apartment,1.0,1983.6,989.0,1961666.0,Damac Properties
TX1015055,2025-07-06,Mortgage,Existing Property,Palm Jumeirah,Land,,5964.5,3741.0,22313315.0,
TX1015056,2025-07-06,Sale,Off-Plan Property,Jumeirah Village Circle,Land,,5784.6,1140.9,6599483.0,Dubai Properties
TX1015057,2025-07-06,Sale,Existing Property,Dubai Marina,Office,,1464.7,2085.9,3055175.0,
TX1015058,2025-07-06,Sale,Off-Plan Property,Dubai Silicon Oasis,Apartment,3.0,971.8,888.4,863307.0,Meraas
TX1015059,2025-07-06,Sale,Existing Property,Dubai Hills Estate,Villa,2.0,6527.8,1886.6,12315301.0,
TX1015060,2025-07-06,Sale,Existing Property,DIFC,Apartment,1.0,779.7,2735.8,2132977.0,
TX1015061,2025-07-06,Sale,Existing Property,Dubai Hills Estate,Apartment,2.0,938.7,1812.4,1701369.0,
TX1015062,2025-07-06,Sale,Off-Plan Property,Dubai Marina,Apartment,1.0,1578.3,2275.3,3591142.0,Nakheel
TX1015063,2025-07-06,Sale,Existing Property,Downtown Dubai,Apartment,1.0,758.0,2826.9,2142850.0,
TX1015064,2025-07-06,Sale,Off-Plan Property,Mirdif,Apartment,0.0,624.6,1040.9,650140.0,Azizi Developments
TX1015065,2025-07-06,Sale,Off-Plan Property,Dubai Sports City,Apartment,4.0,963.7,1005.7,969151.0,Nakheel
TX1015066,2025-07-06,Sale,Existing Property,Dubai Hills Estate,Villa,1.0,4174.0,2273.2,9488278.0,
TX1015067,2025-07-06,Sale,Existing Property,Dubai Hills Estate,Land,,2662.2,1519.4,4045110.0,
TX1015068,2025-07-06,Sale,Existing Property,Al Barsha,Apartment,2.0,1299.4,1247.7,1621190.0,
TX1015069,2025-07-06,Mortgage,Existing Property,Dubai Marina,Apartment,1.0,949.9,1708.3,1622732.0,
TX1015070,2025-07-06,Sale,Existing Property,Jumeirah Village Circle,Apartment,1.0,1487.1,1528.1,2272352.0,
TX1015071,2025-07-06,Sale,Existing Property,DIFC,Office,,3911.5,2979.1,11652787.0,
TX1015072,2025-07-06,Sale,Existing Property,Al Barsha,Apartment,2.0,859.7,1266.2,1088505.0,
TX1015073,2025-07-06,Mortgage,Off-Plan Property,DIFC,Apartment,2.0,1744.7,2418.6,4219746.0,Sobha Realty
TX1015074,2025-07-06,Sale,Existing Property,Jumeirah Lake Towers,Villa,2.0,5870.9,1770.5,10394324.0,
TX1015075,2025-07-06,Mortgage,Existing Property,Al Barsha,Office,,532.7,1133.3,603677.0,
TX1015076,2025-07-06,Mortgage,Off-Plan Property,Dubai Sports City,Villa,5.0,8157.4,1128.9,9209004.0,Nakheel
TX1015077,2025-07-06,Sale,Off-Plan Property,Dubai Sports City,Apartment,0.0,713.0,1037.4,739691.0,Dubai Properties
TX1015078,2025-07-06,Sale,Off-Plan Property,Al Barsha,Land,,3707.2,1054.0,3907569.0,Emaar Properties
TX1015079,2025-07-06,Mortgage,Off-Plan Property,Dubai Sports City,Apartment,1.0,1482.9,1094.2,1622604.0,Azizi Developments
TX1015080,2025-07-06,Gift,Off-Plan Property,Al Furjan,Villa,5.0,5121.1,998.4,5112787.0,Emaar Properties
TX1015081,2025-07-06,Sale,Existing Property,Arabian Ranches,Townhouse,4.0,2908.3,1663.8,4838852.0,
TX1015082,2025-07-06,Sale,Off-Plan Property,Al Barsha,Apartment,3.0,1357.7,1158.3,1572682.0,Azizi Developments
TX1015083,2025-07-06,Sale,Existing Property,DIFC,Office,,3562.3,2894.1,10309562.0,
TX1015084,2025-07-06,Sale,Existing Property,Al Barsha,Apartment,3.0,1437.5,1249.9,1796746.0,
TX1015085,2025-07-07,Sale,Existing Property,Dubai Sports City,Office,,3905.0,1039.8,4060328.0,
TX1015086,2025-07-07,Gift,Existing Property,Deira,Apartment,4.0,1520.3,881.2,1339765.0,
TX1015087,2025-07-07,Mortgage,Off-Plan Property,Downtown Dubai,Land,,4156.8,2355.4,9790920.0,Dubai Properties
TX1015088,2025-07-07,Mortgage,Off-Plan Property,Al Barsha,Apartment,1.0,510.0,1379.6,703609.0,Azizi Developments
TX1015089,2025-07-07,Sale,Existing Property,Al Furjan,Land,,5904.2,1047.3,6183493.0,
TX1015090,2025-07-07,Mortgage,Existing Property,Dubai Silicon Oasis,Apartment,4.0,1540.7,991.7,1527949.0,
TX1015091,2025-07-07,Sale,Existing Property,Deira,Apartment,1.0,507.1,950.3,481940.0,
TX1015092,2025-07-07,Mortgage,Off-Plan Property,Deira,Villa,3.0,3806.2,763.1,2904496.0,Sobha Realty
